zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
17778,STANDARD,0,Westport,,"Bitumen, Cooks Run, East Keating, Keating",PA,"Clinton County",America/New_York,570,NA,US,41.3,-77.84,93
17779,"PO BOX",0,Woolrich,,,PA,"Clinton County",America/New_York,570,NA,US,41.21,-77.38,482
17801,STANDARD,0,Sunbury,,"Augustaville, Fishers Ferry, Island Park, Klines Grove, Lower Augusta, Mile Hill, Mile Run, Oaklyn, Rockefeller, Sevenpoints, Stonington, Upper Augusta",PA,"Northumberland County",America/New_York,570,NA,US,40.86,-76.78,14450
17810,STANDARD,0,Allenwood,,"Elimsport, Gregg",PA,"Union County",America/New_York,,NA,US,41.11,-77.03,1970
17812,STANDARD,0,"Beaver Springs","Beaver Sprgs, Middle Creek","Beaver Spgs, Benfer",PA,"Snyder County",America/New_York,"272,570",NA,US,40.74,-77.22,1380
17813,STANDARD,0,Beavertown,,,PA,"Snyder County",America/New_York,570,NA,US,40.75,-77.16,1820
17814,STANDARD,0,Benton,,"Central, Coles Creek, Derrs, Elk Grove, Fairmount Spr, Jamison City, Laubachs, Raven Creek, Red Rock, Talmar, Waller",PA,"Columbia County",America/New_York,570,NA,US,41.19,-76.38,4070
17815,STANDARD,0,Bloomsburg,,"Almedia, Buckhorn, Espy, Fernville, Jerseytown, Lime Ridge, Mainville, Mordansville, Rupert, Shumans",PA,"Columbia County",America/New_York,570,NA,US,41,-76.45,20890
17820,STANDARD,0,Catawissa,,"Kulp, Locust, Mayberry, Mill Grove, Parrs Mill, Queen City, Roaring Creek",PA,"Columbia County",America/New_York,570,NA,US,40.95,-76.46,5130
17821,STANDARD,0,Danville,,"Danville East, Deiblers, Exchange, Grovania, Kaseville, Mahoning, Mausdale, Mooresburg, Ottawa, Ridgeville, Rushtown, Strawberry Rg, Valley, West Hemlock",PA,"Montour County",America/New_York,570,NA,US,40.96,-76.61,17190
17822,UNIQUE,0,Danville,,"Geisinger Med, Geisinger Medical Center",PA,"Montour County",America/New_York,570,NA,US,40.97,-76.61,0
17823,STANDARD,0,Dornsife,,"Little Mahany, Red Cross",PA,"Northumberland County",America/New_York,570,NA,US,40.75,-76.76,1210
17824,STANDARD,0,Elysburg,,"Bear Gap, Fisherdale, Happy Valley, Knoebels Grv, Reeders Grove",PA,"Northumberland County",America/New_York,570,NA,US,40.86,-76.54,3820
17827,STANDARD,0,Freeburg,,,PA,"Snyder County",America/New_York,570,NA,US,40.76,-76.94,720
17829,"PO BOX",0,Hartleton,,,PA,"Union County",America/New_York,570,NA,US,40.9,-77.16,179
17830,STANDARD,0,Herndon,,"Camp Grove, Hebe, Mandata, Urban",PA,"Northumberland County",America/New_York,570,NA,US,40.71,-76.85,1910
17831,"PO BOX",0,"Hummels Wharf",,,PA,"Snyder County",America/New_York,570,NA,US,40.83,-76.83,233
17832,"PO BOX",0,"Marion Heights","Marion Height",,PA,"Northumberland County",America/New_York,570,NA,US,40.81,-76.46,613
17833,"PO BOX",0,Kreamer,,,PA,"Snyder County",America/New_York,570,NA,US,40.8,-76.95,473
17834,STANDARD,0,Kulpmont,,,PA,"Northumberland County",America/New_York,570,NA,US,40.79,-76.47,2900
17835,"PO BOX",0,Laurelton,,,PA,"Union County",America/New_York,570,NA,US,40.88,-77.2,249
17836,STANDARD,0,"Leck Kill",,"Leckkill, Upper Mahanoy",PA,"Northumberland County",America/New_York,570,NA,US,40.72,-76.6,144
17837,STANDARD,0,Lewisburg,,"Brook Park, Buffalo X Rds, College Park, East Buffalo, Fairville, Kelly, Kelly Point, Kelly X Rds, Linntown, Lochiel, Mazeppa, West Acres",PA,"Union County",America/New_York,570,NA,US,40.96,-76.89,13210
17839,"PO BOX",0,Lightstreet,,Bloomsburg,PA,"Columbia County",America/New_York,570,NA,US,41.03,-76.41,125
17840,"PO BOX",0,"Locust Gap",,,PA,"Northumberland County",America/New_York,570,NA,US,40.77,-76.43,317
17841,STANDARD,0,"Mc Clure",,"Alfarata, Bannerville, Belltown, Crossgrove, Decatur, Mcclure, Shindle, Soradoville, Wagner, West Beaver",PA,"Mifflin County",America/New_York,,NA,US,40.7,-77.31,3990
17842,STANDARD,0,Middleburg,,"Coon Hunter, Kissimmee, Meiser, Middleswarth, Swineford",PA,"Snyder County",America/New_York,570,NA,US,40.78,-77.04,7770
17843,STANDARD,0,"Beaver Springs","Beaver Sprgs, Middle Creek",,PA,"Snyder County",America/New_York,570,NA,US,40.74,-77.22,0
17844,STANDARD,0,Mifflinburg,,"Cowan, Dice, Foresthill, Red Bank, West Buffalo, Whitesprings",PA,"Union County",America/New_York,570,NA,US,40.92,-77.04,9420
17845,STANDARD,0,Millmont,,"Gleniron, Laurel Park",PA,"Union County",America/New_York,570,NA,US,40.86,-77.23,2120
17846,STANDARD,0,Millville,,"Eyers Grove, Iola, Pine Summit, Sereno",PA,"Columbia County",America/New_York,570,NA,US,41.12,-76.52,3330
17847,STANDARD,0,Milton,,"E Chillisquaq, E Lewisburg, Limestonevle",PA,"Northumberland County",America/New_York,570,NA,US,41,-76.85,10490
17850,"PO BOX",0,Montandon,,"Chillisquaque, W Chillisquaq",PA,"Northumberland County",America/New_York,570,NA,US,40.96,-76.86,715
17851,STANDARD,0,"Mount Carmel",,"Atlas, Connersville, Diamondtown, Dooleyville, Merrian, Mt Carmel, Mt Carmel Township, Natalie, Strong",PA,"Northumberland County",America/New_York,570,NA,US,40.79,-76.41,5980
17853,STANDARD,0,"Mount Pleasant Mills","Mt Pleasant M, Mt Pleasant Mills","Aline, Meiserville, Mt Plsnt Mills",PA,"Snyder County",America/New_York,570,NA,US,40.69,-77,3040
17855,STANDARD,0,"New Berlin",,,PA,"Union County",America/New_York,570,NA,US,40.88,-76.98,990
17856,STANDARD,0,"New Columbia",,"W Milton, West Milton",PA,"Union County",America/New_York,570,NA,US,41.04,-76.88,3190
17857,STANDARD,0,Northumberland,Northumberlnd,"Kapp Heights, Lithia Sprs, Oak Park",PA,"Northumberland County",America/New_York,570,NA,US,40.89,-76.79,6980
17858,"PO BOX",0,Numidia,,,PA,"Columbia County",America/New_York,570,NA,US,40.89,-76.41,60
17859,STANDARD,0,Orangeville,,"Ashbury, Bendertown, Orange, Pealertown, Rohrsburg",PA,"Columbia County",America/New_York,570,NA,US,41.07,-76.41,2750
17860,STANDARD,0,Paxinos,,"Meadowview, Reed Station",PA,"Northumberland County",America/New_York,570,NA,US,40.87,-76.61,1970
17861,"PO BOX",0,Paxtonville,,,PA,"Snyder County",America/New_York,570,NA,US,40.77,-77.08,213
17862,"PO BOX",0,"Penns Creek",,,PA,"Snyder County",America/New_York,570,NA,US,40.86,-77.06,360
17864,STANDARD,0,"Port Trevorton","Port Trevortn","Dundore, Hoffer, Independence, Mckee Half Fl",PA,"Snyder County",America/New_York,570,NA,US,40.7,-76.91,2330
17865,"PO BOX",0,"Potts Grove",,Pottsgrove,PA,"Northumberland County",America/New_York,570,NA,US,40.99,-76.79,178
17866,STANDARD,0,"Coal Township","Excelsior, Ranshaw","Coal Run",PA,"Northumberland County",America/New_York,570,NA,US,40.78,-76.54,6560
17867,STANDARD,0,Rebuck,,Greenbrier,PA,"Northumberland County",America/New_York,570,NA,US,40.71,-76.69,171
17868,"PO BOX",0,Riverside,,Wolverton,PA,"Northumberland County",America/New_York,570,NA,US,40.95,-76.63,912
17870,STANDARD,0,Selinsgrove,"Monroe Township, Monroe Twp","Blue Hill, Kantz, Kratzerville, Penn Avon, Verdilla",PA,"Snyder County",America/New_York,570,NA,US,40.8,-76.86,11420
17872,STANDARD,0,Shamokin,"Gowen City","Bear Valley, Boydtown, Coal, Doutyville, Dunkelbergers, Hunter, Luke Fidler, Marshallton, Ralpho, Sagon, Sunnyside, Tharptown, Weigh Scale, West Cameron",PA,"Northumberland County",America/New_York,570,NA,US,40.78,-76.55,7690
17876,STANDARD,0,"Shamokin Dam",,,PA,"Snyder County",America/New_York,570,NA,US,40.85,-76.82,1500
17877,"PO BOX",0,Snydertown,,Sunbury,PA,"Northumberland County",America/New_York,570,NA,US,40.87,-76.67,174
17878,STANDARD,0,Stillwater,,,PA,"Columbia County",America/New_York,570,NA,US,41.15,-76.36,1360
17880,"PO BOX",0,Swengel,,,PA,"Union County",America/New_York,570,NA,US,40.89,-77.12,77
17881,STANDARD,0,Trevorton,,,PA,"Northumberland County",America/New_York,570,NA,US,40.78,-76.67,1230
17882,"PO BOX",0,Troxelville,,,PA,"Snyder County",America/New_York,570,NA,US,40.81,-77.2,65
17883,"PO BOX",0,Vicksburg,,,PA,"Union County",America/New_York,570,NA,US,40.94,-76.98,86
17884,"PO BOX",0,Washingtonville,Washingtonvle,,PA,"Montour County",America/New_York,570,NA,US,41.05,-76.67,305
17885,"PO BOX",0,Weikert,,"Cherry Run",PA,"Union County",America/New_York,570,NA,US,40.86,-77.28,91
17886,STANDARD,0,"West Milton","Lewisburg, New Columbia","W Milton",PA,"Union County",America/New_York,570,NA,US,41.02,-76.88,770
17887,"PO BOX",0,"White Deer",,Whtdeer,PA,"Union County",America/New_York,570,NA,US,41.13,-76.94,422
17888,STANDARD,0,Wilburton,,Midvalley,PA,"Columbia County",America/New_York,570,NA,US,40.81,-76.38,280
17889,STANDARD,0,Winfield,,"Dry Valley",PA,"Union County",America/New_York,570,NA,US,40.9,-76.87,2750
17901,STANDARD,0,Pottsville,,"Becks, Buck Run, Bunker Hill, Dieners Hill, Duncott, Glen Carbon, Glen Dower, Glenworth, Greenbury, Heckschersville, Heckscherville, Hillside, New Street, North Manheim, Palo Alto, Phoenix Park, Pine Hill, Primrose, Seltzer, Wadesville",PA,"Schuylkill County",America/New_York,570,NA,US,40.67,-76.2,19590
17920,"PO BOX",0,Aristes,,,PA,"Columbia County",America/New_York,570,NA,US,40.81,-76.34,280
17921,STANDARD,0,Ashland,"Centralia, Helfenstein","Big Mine Run Junction, Fountain Springs, Homesville, Mable, Mowry, Taylorville",PA,"Schuylkill County",America/New_York,570,NA,US,40.78,-76.34,5300
17922,STANDARD,0,Auburn,,"Brommerstown, South Manheim",PA,"Schuylkill County",America/New_York,570,NA,US,40.59,-76.09,4500
17923,"PO BOX",0,Branchdale,,"Branch Dale, New Mines, Reilly",PA,"Schuylkill County",America/New_York,570,NA,US,40.63,-76.32,403
17925,"PO BOX",0,Brockton,,"Hellen Mills",PA,"Schuylkill County",America/New_York,,NA,US,40.75,-76.07,290
17929,STANDARD,0,Cressona,,"West Cressona",PA,"Schuylkill County",America/New_York,570,NA,US,40.63,-76.19,1530
17930,"PO BOX",0,Cumbola,,,PA,"Schuylkill County",America/New_York,570,NA,US,40.71,-76.12,476
17931,STANDARD,0,Frackville,,"Altamont, Cresmont, Englewood",PA,"Schuylkill County",America/New_York,570,NA,US,40.78,-76.23,4550
17932,UNIQUE,0,Frackville,,"State Correctional Inst",PA,"Schuylkill County",America/New_York,570,NA,US,40.78,-76.23,22
17933,"PO BOX",0,Friedensburg,,,PA,"Schuylkill County",America/New_York,,NA,US,40.6,-76.24,272
17934,STANDARD,0,Gilberton,,Maizeville,PA,"Schuylkill County",America/New_York,,NA,US,40.8,-76.21,300
17935,STANDARD,0,Girardville,,"Connerton, Preston Hill",PA,"Schuylkill County",America/New_York,570,NA,US,40.79,-76.28,1280
17936,"PO BOX",0,Gordon,,,PA,"Schuylkill County",America/New_York,,NA,US,40.75,-76.34,770
17938,STANDARD,0,Hegins,,"Barry, Fountain, Weishample",PA,"Schuylkill County",America/New_York,,NA,US,40.66,-76.48,2450
17941,STANDARD,0,Klingerstown,,"Hepler, Line Mountain, Rough And Ready, Upper Mahantongo",PA,"Schuylkill County",America/New_York,570,NA,US,40.66,-76.62,760
17942,"PO BOX",0,Landingville,,,PA,"Schuylkill County",America/New_York,,NA,US,40.62,-76.12,136
17943,"PO BOX",0,Lavelle,,,PA,"Schuylkill County",America/New_York,,NA,US,40.76,-76.39,278
17944,"PO BOX",0,Llewellyn,,,PA,"Schuylkill County",America/New_York,,NA,US,40.67,-76.28,317
17945,"PO BOX",0,Locustdale,,,PA,"Columbia County",America/New_York,,NA,US,40.79,-76.38,180
17946,"PO BOX",0,"Lost Creek",,"Raven Run",PA,"Schuylkill County",America/New_York,,NA,US,40.81,-76.26,311
17948,STANDARD,0,"Mahanoy City","Morea, New Boston","Boston Run, Bowmans, Coles, Craigs, Hills Terrace, Mahanoy Cty, Mahanoy Cy, Morea Colliery, Park Place, Shoemakers, St Nicholas, Trenton, Wiggans",PA,"Schuylkill County",America/New_York,570,NA,US,40.85,-76.12,3670
17949,"PO BOX",0,"Mahanoy Plane",,,PA,"Schuylkill County",America/New_York,,NA,US,40.79,-76.24,200
17951,"PO BOX",0,"Mar Lin",,,PA,"Schuylkill County",America/New_York,,NA,US,40.68,-76.25,389
17952,"PO BOX",0,"Mary D",,,PA,"Schuylkill County",America/New_York,570,NA,US,40.75,-76.06,248
17953,"PO BOX",0,Middleport,,,PA,"Schuylkill County",America/New_York,,NA,US,40.72,-76.08,420
17954,STANDARD,0,Minersville,,,PA,"Schuylkill County",America/New_York,570,NA,US,40.69,-76.25,3730
17957,STANDARD,0,Muir,,,PA,"Schuylkill County",America/New_York,,NA,US,40.59,-76.52,310
17959,STANDARD,0,"New Philadelphia","Kaska, New Phila","Silver Creek, Valley Furnace",PA,"Schuylkill County",America/New_York,570,NA,US,40.73,-76.15,1250
17960,STANDARD,0,"New Ringgold",,"Dorset, East Brunswick, Hecla, Kepner, Leibeyville, Mckeansburg, Rauschs, Snyders, West Penn",PA,"Schuylkill County",America/New_York,570,NA,US,40.68,-75.99,3570
17961,STANDARD,0,Orwigsburg,,"Deer Lake, Drehersville, Frisbie, Molino, Pinedale, West Brunswick",PA,"Schuylkill County",America/New_York,570,NA,US,40.65,-76.1,6280
17963,STANDARD,0,"Pine Grove",,"Brookside, De Turksville, Irving, Lincoln Colliery, Lorberry, Marstown, Oak Grove, Outwood, Roedersville, Stanhope, Suedburg",PA,"Schuylkill County",America/New_York,570,NA,US,40.54,-76.38,8390
17964,STANDARD,0,Pitman,,,PA,"Schuylkill County",America/New_York,,NA,US,40.7,-76.51,690
17965,STANDARD,0,"Port Carbon",,Schoentown,PA,"Schuylkill County",America/New_York,,NA,US,40.7,-76.17,1920
17966,"PO BOX",0,Ravine,,,PA,"Schuylkill County",America/New_York,,NA,US,40.56,-76.33,0
17967,STANDARD,0,Ringtown,,"Brandonville, Pattersonville",PA,"Schuylkill County",America/New_York,570,NA,US,40.85,-76.23,2250
17968,STANDARD,0,Sacramento,,Fearnot,PA,"Schuylkill County",America/New_York,,NA,US,40.64,-76.61,300
17970,STANDARD,0,"Saint Clair",,"Arnots Addition, Dark Water, East Mines",PA,"Schuylkill County",America/New_York,570,NA,US,40.72,-76.19,2800
17972,STANDARD,0,"Schuylkill Haven","Landingville, Schuykl Havn","Adamsdale, Bohrmans Mill",PA,"Schuylkill County",America/New_York,570,NA,US,40.62,-76.17,10350
17974,"PO BOX",0,Seltzer,,,PA,"Schuylkill County",America/New_York,,NA,US,40.7,-76.24,278
17976,STANDARD,0,Shenandoah,"Lower Shaft","Ellen Gowan, Kehley Run Junction, Kohinoor Junction, Mahanoy, Maple Hill, Shaft, Shenandoah Heights, Shenandoah Junction, Turkey Run, Weston Place",PA,"Schuylkill County",America/New_York,570,NA,US,40.82,-76.21,5050
17978,STANDARD,0,"Spring Glen",,,PA,"Schuylkill County",America/New_York,570,NA,US,40.63,-76.61,410
17979,"PO BOX",0,"Summit Station","Summit Sta",,PA,"Schuylkill County",America/New_York,,NA,US,40.56,-76.2,197
17980,STANDARD,0,"Tower City",,"Orwin, Porter, Reinerton, Rush",PA,"Schuylkill County",America/New_York,717,NA,US,40.58,-76.55,3060
17981,STANDARD,0,Tremont,"Donaldson, Good Spring, Joliett, Zerbe","Echo Valley, Frailey",PA,"Schuylkill County",America/New_York,570,NA,US,40.62,-76.39,2220
17982,"PO BOX",0,Tuscarora,,,PA,"Schuylkill County",America/New_York,570,NA,US,40.79,-76.02,386
17983,STANDARD,0,"Valley View",,Hubley,PA,"Schuylkill County",America/New_York,570,NA,US,40.64,-76.55,1320
17985,STANDARD,0,"Zion Grove",,"North Union",PA,"Schuylkill County",America/New_York,,NA,US,40.93,-76.25,1090
18001,"PO BOX",0,"Lehigh Valley",,,PA,"Lehigh County",America/New_York,484,NA,US,40.66,-75.55,0
18002,"PO BOX",0,"Lehigh Valley",,,PA,"Lehigh County",America/New_York,484,NA,US,40.66,-75.55,286
18003,UNIQUE,0,"Lehigh Valley",,"Business Reply Mail",PA,"Lehigh County",America/New_York,484,NA,US,40.66,-75.55,0
18010,"PO BOX",0,Ackermanville,Bangor,,PA,"Northampton County",America/New_York,,NA,US,40.84,-75.17,0
18011,STANDARD,0,Alburtis,,,PA,"Lehigh County",America/New_York,,NA,US,40.5,-75.6,5420
18012,"PO BOX",0,Aquashicola,,,PA,"Carbon County",America/New_York,,NA,US,40.84,-75.57,202
18013,STANDARD,0,Bangor,"East Bangor, Roseto",,PA,"Northampton County",America/New_York,"570,484,610",NA,US,40.86,-75.2,15780
18014,STANDARD,0,Bath,,Chapmans,PA,"Northampton County",America/New_York,"484,610",NA,US,40.72,-75.39,10860
18015,STANDARD,0,Bethlehem,"Fountain Hill",,PA,"Northampton County",America/New_York,"484,610",NA,US,40.59,-75.37,24770
18016,STANDARD,0,Bethlehem,,,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.63,-75.39,561
18017,STANDARD,0,Bethlehem,"Butztown, Freemansburg",,PA,"Northampton County",America/New_York,484,NA,US,40.66,-75.39,35700
18018,STANDARD,0,Bethlehem,,,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.62,-75.36,27380
18020,STANDARD,0,Bethlehem,,,PA,"Northampton County",America/New_York,"484,610",NA,US,40.67,-75.32,19480
18025,UNIQUE,0,Bethlehem,,"Dun & Bradstreet",PA,"Northampton County",America/New_York,484,NA,US,40.62,-75.36,0
18030,"PO BOX",0,Bowmanstown,,,PA,"Carbon County",America/New_York,,NA,US,40.8,-75.66,621
18031,STANDARD,0,Breinigsville,,,PA,"Lehigh County",America/New_York,484,NA,US,40.55,-75.66,9820
18032,STANDARD,0,Catasauqua,,,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.65,-75.46,8340
18034,STANDARD,0,"Center Valley",,,PA,"Lehigh County",America/New_York,484,NA,US,40.53,-75.42,7500
18035,STANDARD,0,Cherryville,,,PA,"Northampton County",America/New_York,484,NA,US,40.75,-75.54,290
18036,STANDARD,0,Coopersburg,,,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.51,-75.39,12980
18037,STANDARD,0,Coplay,,Ironton,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.67,-75.49,6750
18038,STANDARD,0,Danielsville,,,PA,"Northampton County",America/New_York,610,NA,US,40.78,-75.51,3030
18039,"PO BOX",0,Durham,,,PA,"Bucks County",America/New_York,,NA,US,40.55,-75.24,239
18040,STANDARD,0,Easton,"Forks Township, Forks Twp, Stockertown Township, Stockrtwn Twp",,PA,"Northampton County",America/New_York,"484,610",NA,US,40.75,-75.23,15880
18041,STANDARD,0,"East Greenville","E Greenville",,PA,"Montgomery County",America/New_York,,NA,US,40.42,-75.51,5280
18042,STANDARD,0,Easton,"College Hill, Glendon, West Easton, Williams Township, Williams Twp",,PA,"Northampton County",America/New_York,"484,610",NA,US,40.68,-75.22,34310
18043,"PO BOX",0,Easton,Palmer,,PA,"Northampton County",America/New_York,484,NA,US,40.68,-75.22,295
18044,"PO BOX",0,Easton,,,PA,"Northampton County",America/New_York,484,NA,US,40.68,-75.22,526
18045,STANDARD,0,Easton,"Palmer, Palmer Township, Palmer Twp, Tatamy Boro, Tatamy Borough",,PA,"Northampton County",America/New_York,"484,610",NA,US,40.69,-75.27,26140
18046,"PO BOX",0,"East Texas",,,PA,"Lehigh County",America/New_York,484,NA,US,40.55,-75.56,219
18049,STANDARD,0,Emmaus,,,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.53,-75.49,16830
18050,"PO BOX",0,Flicksville,Bangor,,PA,"Northampton County",America/New_York,,NA,US,40.84,-75.17,0
18051,STANDARD,0,Fogelsville,,,PA,"Lehigh County",America/New_York,484,NA,US,40.59,-75.66,3410
18052,STANDARD,0,Whitehall,Hokendauqua,,PA,"Lehigh County",America/New_York,484,NA,US,40.63,-75.48,27260
18053,STANDARD,0,Germansville,,,PA,"Lehigh County",America/New_York,484,NA,US,40.72,-75.71,2200
18054,STANDARD,0,"Green Lane",,,PA,"Montgomery County",America/New_York,"215,267",NA,US,40.33,-75.47,4340
18055,STANDARD,0,Hellertown,,,PA,"Northampton County",America/New_York,"484,610",NA,US,40.58,-75.33,11130
18056,STANDARD,0,Hereford,,,PA,"Berks County",America/New_York,,NA,US,40.45,-75.55,800
18058,STANDARD,0,Kunkletown,,,PA,"Monroe County",America/New_York,,NA,US,40.88,-75.47,7730
18059,STANDARD,0,"Laurys Station","Laurys Sta",,PA,"Lehigh County",America/New_York,484,NA,US,40.72,-75.53,1170
18060,"PO BOX",0,Limeport,,,PA,"Lehigh County",America/New_York,484,NA,US,40.5,-75.44,85
18062,STANDARD,0,Macungie,,,PA,"Lehigh County",America/New_York,,NA,US,40.51,-75.55,24570
18063,"PO BOX",0,"Martins Creek",,,PA,"Northampton County",America/New_York,,NA,US,40.78,-75.17,670
18064,STANDARD,0,Nazareth,,,PA,"Northampton County",America/New_York,"484,610",NA,US,40.73,-75.31,23870
18065,"PO BOX",0,Neffs,,,PA,"Lehigh County",America/New_York,484,NA,US,40.69,-75.55,451
18066,STANDARD,0,"New Tripoli",,,PA,"Lehigh County",America/New_York,"484,610",NA,US,40.65,-75.74,5730
18067,STANDARD,0,Northampton,,,PA,"Northampton County",America/New_York,"484,610",NA,US,40.68,-75.48,18330
18068,"PO BOX",0,"Old Zionsville","Old Zionsvlle",,PA,"Lehigh County",America/New_York,484,NA,US,40.48,-75.52,256
18069,STANDARD,0,Orefield,,,PA,"Lehigh County",America/New_York,484,NA,US,40.62,-75.6,7670
18070,STANDARD,0,Palm,,,PA,"Montgomery County",America/New_York,,NA,US,40.43,-75.53,810
18071,STANDARD,0,Palmerton,,,PA,"Carbon County",America/New_York,610,NA,US,40.8,-75.61,9340
18072,STANDARD,0,"Pen Argyl",,,PA,"Northampton County",America/New_York,"570,610",NA,US,40.86,-75.25,6210
18073,STANDARD,0,Pennsburg,"Red Hill",,PA,"Montgomery County",America/New_York,"215,267",NA,US,40.39,-75.49,9120
18074,STANDARD,0,Perkiomenville,Perkiomenvlle,,PA,"Montgomery County",America/New_York,,NA,US,40.32,-75.51,4910
18076,STANDARD,0,"Red Hill",,,PA,"Montgomery County",America/New_York,,NA,US,40.37,-75.48,2650
18077,STANDARD,0,Riegelsville,,,PA,"Bucks County",America/New_York,"610,484",NA,US,40.59,-75.19,2030
